Property ID,Usage,Admininstrated by,Name,Ward Number,Address,Unique ID
1000650100928,EDUCATIONAL,PRIVATE,PATHALAGA GARMENT SCHOOL,65,BHARATHI PURAM,1000651600009
1000650100537,TEMPLE,TEMPLE,NACHIAMMAN TEMPLE,65,ANNAMALAI NAGAR,1000651600010
1000650101060,TEMPLE,TEMPLE,AMMAN TEMPLE,65,UDAYAMPALAYAM MAIN ROAD,1000651600011
1000650100554,EDUCATIONAL,PRIVATE,BABY SCHOOL,65,KASTHURIBAI COLONY,1000651600012
1000650100715,HOSPITAL,PRIVATE,C M R CLINIC,65,ANNAMALAI NAGAR SECOND STREET,1000651600013
1000650100006,PUBLIC,CORPORATION,CORPORATION TOILET,65,MARIYAMMAN KOVIL STREET,1000651600014
1000650100008,OFFICE,STATE,EB OFFICE,65,PEELAMEDU MAIN ROAD,1000651600015
1000650100007,TEMPLE,TEMPLE,THARMAKARTHA MARIYAMMAN TEMPLE,65,PEELAMEDU MAIN ROAD,1000651600016
1000650101085,EDUCATIONAL,PRIVATE,MOTHER SUPR TOWN FRANCIS CONVENT,65,ANNAI VELANKANI NAGAR,1000651600017
1000650101012,TEMPLE,TEMPLE,PUNIDHA LOOYINAI TEMPLE,65,ANNAI VELANKANI NAGAR,1000651600018
1000650100510,PARK,CORPORATION,CORPORATION PARK,65,ANNAI VELANKANI NAGAR,1000651600019
1000650100508,BURIAL GROUND,CORPORATION,BURIAL GROUND,65,KALLARAI STREET,1000651600020
1000650100517,EDUCATIONAL,PRIVATE,PILOMINAS PRIMARY SCHOOL,65,MATHA KOVIL STREET,1000651600021
1000650100516,TEMPLE,TEMPLE,MATHA CHURCH,65,MATHA KOVIL STREET,1000651600022
1000650100002,EDUCATIONAL,PRIVATE,PILOMINAS PRIMARY SCHOOL,65,MATHA KOVIL STREET,1000651600023
1000650100001,TEMPLE,TEMPLE,CHURCH,65,MATHA KOVIL STREET,1000651600024
1000650101345,TEMPLE,TEMPLE,CHURCH,65,CAR STREET,1000651600025
1000650101404,PUBLIC,CORPORATION,CORPORATION TOILET,65,KALLARAI STREET,1000651600026
1000650101185,EDUCATIONAL,PRIVATE,PILOMINAS PRIMARY SCHOOL,65,CAR STREET,1000651600027
1000650100010,TEMPLE,TEMPLE,THANUSKODI MADAM,65,CAR STREET,1000651600028
1000660101378,INDUSTRIAL,PRIVATE,SRI KANNABIRAN MILLS,66,IYER HOSPITAL ROAD,1000661600001
1000660101492,PARK,CORPORATION,CORPORATION PARK,66,RAJIV GANDHI NAGAR,1000661600002
1000660101508,TEMPLE,TEMPLE,PERUMAL KOVIL,66,RAJIV GANDHI NAGAR,1000661600003
1000660101524,RESIDENTIAL,PRIVATE,SERENITY CONSTRUCTION (P) LTD,66,RAJIV GANDHI NAGAR,1000661600004
1000660101568,TEMPLE,TEMPLE,RAJA GANAPATHI KOVIL,66,RAJIV GANDHI NAGAR,1000661600005
1000660100986,RESIDENTIAL,PRIVATE,GREEN PARADIZE EMERALD,66,B.R.LAYOUT,1000661600006
1000660101177,TEMPLE,TEMPLE,ERDAMMAL  TEMPLE,66,RAJIV GANDHI NAGAR,1000661600007
1000660101116,TEMPLE,TEMPLE,NAVASAKTHI VINAYAKAR KOVIL,66,RAJIV GANDHI NAGAR TNHB COLONY,1000661600008
1000660101250,HOSPITAL,PRIVATE,V G M HOSPITAL,66,B.R.LAYOUT,1000661600009
1000660100822,MARRIAGE HALL,PRIVATE,ANDAAL MARRIGE HALL,66,TRICHY ROAD,1000661600010
1000660101228,HOSPITAL,PRIVATE,K J P HOSPITAL,66,KRISHNA COLONY,1000661600011
1000660101251,TEMPLE,TEMPLE,SIDDHI VINAYAGAR KOVIL,66,KRISHNA COLONY,1000661600012
1000660101417,RESIDENTIAL,PRIVATE,GARDENIA APARTMENT,66,NARAYANA AVENUE,1000661600013
1000660101410,HOSPITAL,PRIVATE,ANUSEYA CLINIC,66,RAJA NAGAR,1000661600014
1000660101295,INDUSTRIAL,PRIVATE,SUJINI TEXTILES & SWING SHED,66,SOWRIPALAYAM ROAD,1000661600015
1000660101294,TEMPLE,TEMPLE,AYYAPPAN TEMPLE,66,SOWRIPALAYAM ROAD,1000661600016
1000660102097,EDUCATIONAL,PRIVATE,ADWAITH SCHOOL,66,KANNABIRAN MILL ROAD,1000661600017
1000660100642,RESIDENTIAL,PRIVATE,SPP RANGA CASTLE,66,CHINNA IYYAVU LAYOUT,1000661600018
1000660102054,INDUSTRIAL,PRIVATE,VENKADESWARA INDUSTRIES,66,PULIYAKULAM ROAD,1000661600019
1000660100847,RESIDENTIAL,PRIVATE,PRICOL APARTMENT,66,PULIYAKULAM ROAD,1000661600020
1000660101968,TEMPLE,TEMPLE,ELLAI MUNIYAPPAN THIRUKOVIL,66,NETHAJI MAIN ROAD,1000661600021
1000660101633,PARK,CORPORATION,CORPORATION PARK,66,RAM GARDENS,1000661600022
1000660101637,HOSPITAL,PRIVATE,G R HOSPITAL,66,NETHAJI MAIN ROAD,1000661600023
1000660101966,TEMPLE,TEMPLE,SHREE KARNA PERUMAL KOVIL,66,NETHAJI MAIN ROAD,1000661600024
1000660102086,RESIDENTIAL,PRIVATE,RUFI REAL ESTATES & INVESTMENT(P)LTD,66,SENTHIL NAGAR,1000661600025
1000660102044,HOSPITAL,PRIVATE,SWATHI HOSPITAL,66,PULIYAKULAM ROAD,1000661600026
1000660102204,EDUCATIONAL,CENTRAL,KENDRIYA VIDHYALAYA  MATRICULATION HIGHER SECONDARY SCHOOL,66,KARTHIK NAGAR,1000661600027
1000660102180,RESIDENTIAL,PRIVATE,L G COMPLEX,66,MEENA ESTATE MAIN STREET,1000661600028
1000660102174,RESIDENTIAL,PRIVATE,DHAYAS APARTMENT,66,MEENA ESTATE SECOND  STREET,1000661600029
1000660102109,EDUCATIONAL,PRIVATE,ETHANS ACADEMY,66,MEENA ESTATE FIRST CROSS STREET,1000661600030
1000660102166,TEMPLE,TEMPLE,RAJA GANAPATHI KOVIL,66,S.B.I.COLONY,1000661600031
1000660102292,RESIDENTIAL,PRIVATE,HOME TREE PARADISE APARTMENT,66,MEENA ESTATE,1000661600032
1000660101784,BURIAL GROUND,CORPORATION,UDAYAMPALAYAM BURIAL GROUND,66,RAJIV GANDHI NAGAR,1000661600033
1000660101604,PUBLIC,CORPORATION,CORPORATION TOILET,66,RAJIV GANDHI NAGAR,1000661600034
1000660100900,TEMPLE,TEMPLE,MARIYAMMAN KOVIL,66,ASHOK STREET,1000661600035
1000660101953,PUBLIC,CORPORATION,CORPORATION TOILET,66,NETHAJI MAIN ROAD,1000661600036
1000660101924,COMMERCIAL,PRIVATE,INDIA COMMUNIST OFFICE,66,NETHAJI LANE 3,1000661600037
1000660101823,TEMPLE,TEMPLE,SRI SIVASAKTHI VINAYAGAR KOVIL,66,NETHAJI LANE,1000661600038
1000660101729,BURIAL GROUND,CORPORATION,UDAYAMPALAYAM BURIAL GROUND,66,NETHAJI LANE,1000661600039
1000660100762,OTHERS,PRIVATE,SECRETARY V.O.C.MANDRAM,66,NETHAJI MAIN ROAD,1000661600040
1000660101711,TEMPLE,TEMPLE,MARIYAMMAN KOVIL,66,KAMARAJAR COLONY,1000661600041
1000660100898,TEMPLE,TEMPLE,THOTTICHIYAMMAN KOVIL,66,ASHOK STREET,1000661600042
1000660101856,PUBLIC,CORPORATION,CORPORATION LIBRARY,66,ASHOK STREET,1000661600043
1000660101856,HEALTH CENTRE,CENTRAL,HEALTH CARE CENTER,66,ASHOK STREET,1000661600044
1000660100924,COMMERCIAL,CORPORATION,CORPORATION BUILDING,66,ASHOK STREET,1000661600045
1000660100497,HOSPITAL,PRIVATE,M S CLINIC,66,NAVA INDIA ROAD,1000661600046
1000660100168,RESIDENTIAL,PRIVATE,MAY FLOWER APARTMENT,66,KARUVALUR MARIYAMMAN KOVIL STREET,1000661600047
1000660100078,TEMPLE,TEMPLE,MUNIAPPAN KOVIL,66,THOTTICHIAMMAN KOVIL STREET,1000661600048
1000660100488,TEMPLE,TEMPLE,MADURAI VEERAN KOVIL,66,THOTTICHIAMMAN KOVIL STREET,1000661600049
1000660100100,TEMPLE,TEMPLE,OM SHAKTHI KOVIL,66,VINAYAGAR KOVIL STREET 1,1000661600050
1000660100467,TEMPLE,TEMPLE,VINAYAGAR KOVIL,66,THOTTICHIAMMAN KOVIL STREET,1000661600051
1000660100305,TEMPLE,TEMPLE,PERUMAL KOVIL,66,N G R STREET,1000661600052
1000660100239,TEMPLE,TEMPLE,RAMAR KOVIL,66,THOTTICHIAMMAN KOVIL STREET,1000661600053
1000660100195,TEMPLE,TEMPLE,KARUPPARAYAN KOVIL,66,PANDARASUBAIYAN DEVAR STREET,1000661600054
1000660100273,TEMPLE,TEMPLE,MARIYAMMAN KOVIL,66,ASHOK STREET,1000661600055
1000660100260,TEMPLE,TEMPLE,KARUPPARAYAN KOVIL,66,SRI LAKSHMI NAGAR,1000661600056
1000660100179,COMMERCIAL,PRIVATE,NURSERY(GARDEN),66,HINDUSTAN AVENUE,1000661600057
1000660100138,TEMPLE,TEMPLE,MARIYAMMAN KOVIL,66,GANDHI NAGAR,1000661600058
1000660100500,EDUCATIONAL,PRIVATE,HINDUSTAN MATRICULATION HIGHER SECONDRY SCHOOL,66,MEENA ESTATE MAIN STREET,1000661600059
1000660100440,RESIDENTIAL,PRIVATE,GOWTHAM ENTERPRISES,66,NAVA INDIA ROAD,1000661600060
1000660102113,EDUCATIONAL,PRIVATE,HINDUSTAN ARTS & SCIENCE COLLEGE,66,MEENA ESTATE MAIN STREET,1000661600061
1000660100359,HOSPITAL,PRIVATE,KURINJI HOSPITAL,66,NAVA INDIA ROAD,1000661600062
1000670100562,COMMERCIAL,PRIVATE,TAMILNADU CO-OP MARKETING LTD,67,SOWRIPALAYAM ROAD,1000671600001
1000670100513,TEMPLE,TEMPLE,RAJAVINAYAKAR KOVIL,67,NAGAPPAN STREET,1000671600002
1000670100519,MARRIAGE HALL,CORPORATION,CORPORTION MARRIGE HALL,67,NAGAPPAN STREET,1000671600003
1000670100331,RESIDENTIAL,PRIVATE,ORANGE ENCLAVE APARTMENT,67,SHANMUGAM STREET,1000671600004
1000670100091,TEMPLE,TEMPLE,VINAYAGAR KOVIL,67,KRISHNASAMY NAGAR,1000671600005
1000670100129,RESIDENTIAL,PRIVATE,RANGA REGENT APARTMENT,67,KRISHNASAMY NAGAR,1000671600006
1000670100444,RESIDENTIAL,PRIVATE,V K V APARTMENT,67,KRISHNASAMY NAGAR,1000671600007
1000670100498,OFFICE,CENTRAL,POST OFFICE,67,KRISHNASAMY NAGAR,1000671600008
1000670100186,TEMPLE,TEMPLE,VARASIDDHI VINAYAGAR TEMPLE,67,SOWRIPALAYAM ROAD,1000671600009
1000670100157,RESIDENTIAL,PRIVATE,RAGUMANA APARTMENT,67,KRISHNASAMY NAGAR,1000671600010
1000670100585,OTHERS,PRIVATE,M G R MANDRAM,67,AUTO DRIVER COLONY,1000671600011
1000670100228,EDUCATIONAL,PRIVATE,KRISHNASAMY NAGAR SCHOOL,67,KRISHNASAMY NAGAR,1000671600012
1000670100500,OFFICE,CORPORATION,CORPORATION OFFICE,67,PERIYAR NAGAR,1000671600013
1000670100360,TEMPLE,TEMPLE,PUDAVAIKARI AMMAN KOVIL,67,PERIYAR NAGAR,1000671600014
1000670100478,RESIDENTIAL,PRIVATE,CRESCENT PARK APARTMENT,67,KRISHNASAMY NAGAR,1000671600015
1000670100184,COMMUNITY HALL,CORPORATION,SAMUTHAYA KOODAM,67,KRISHNASAMY NAGAR,1000671600016
1000670100234,TEMPLE,TEMPLE,TRUSTEE SELVAGANAPATHY KOVIL,67,POOSARI MARIYAPPAN STREET,1000671600017
1000670100398,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,67,POOSARI MARIYAPPAN STREET,1000671600018
1000670100469,TEMPLE,TEMPLE,CHURCH,67,TRICHY ROAD,1000671600019
1000670100469,EDUCATIONAL,PRIVATE,TRINITY CHURCH SCHOOL,67,TRICHY ROAD,1000671600020
1000670100784,TEMPLE,TEMPLE,KRISHNAN KOVIL,67,NARAYANAN STREET,1000671600021
1000670100887,RESIDENTIAL,PRIVATE,LALITHA RESIDENCY,67,RAMAKRISHNAPURAM,1000671600022
1000670100794,EDUCATIONAL,CORPORATION,CORPORATION SCHOOL,67,TRICHY ROAD,1000671600023
1000670100870,HOSPITAL,STATE,E S I CORPORATION,67,POOSARI MARIYAPPAN STREET,1000671600024
1000670101103,RESIDENTIAL,PRIVATE,SAI GANESH APARTMENT,67,NAGAPPAN STREET,1000671600025
1000670100065,HOSPITAL,PRIVATE,N.M HOSPITAL,67,NAGAPPAN STREET,1000671600026
1000670101154,HOSPITAL,PRIVATE,SRI DURGA POLYCLINIC,67,SOWRIPALAYAM ROAD,1000671600027
1000670100514,TEMPLE,TEMPLE,MEL MARUVATHUR AATHI PARASAKTHI CHITTAR SAKTHI KOVIL,67,ANNA NAGAR,1000671600028
1000670100616,RESIDENTIAL,PRIVATE,KARTHIK APARTMENT,67,SOWRIPALAYAM ROAD,1000671600029
1000670101233,HOSPITAL,PRIVATE,SATHYAN EYE HOSPITAL,67,SOWRIPALAYAM ROAD,1000671600030
1000670100002,TEMPLE,TEMPLE,PERUMAL KOVIL,67,MARUDHUR MARIYAMMAN KOVIL STREET,1000671600031
1000670100838,TEMPLE,TEMPLE,TRUSTEE MARAIAMMAN KOIL,67,MARUDHUR MARIYAMMAN KOVIL STREET,1000671600032
1000670100753,TEMPLE,TEMPLE,MAGALIAMMAN KOVIL,67,MARUDHUR MARIYAMMAN KOVIL STREET,1000671600033
1000670100005,TEMPLE,TEMPLE,KARUPPUSAMY VEERASAMY KOVIL MADAM,67,NANJAPPAN STREET,1000671600034
1000670100003,TEMPLE,TEMPLE,SUBRAMANIYAM KOVIL,67,NANJAPPAN STREET,1000671600035
1000670100007,TEMPLE,TEMPLE,ANNAMAR KOVIL,67,THIRUMAL STREET,1000671600036
1000670100702,TEMPLE,TEMPLE,CHURCH,67,THIRUMAL STREET,1000671600037
1000670100770,RESIDENTIAL,PRIVATE,MUTHU RESIDENCY APARTMENT,67,SUBBAIYA LANE,1000671600038
1000670101178,TEMPLE,TEMPLE,AYYAPPAN TEMPLE,67,THIRUVALLUVAR NAGAR,1000671600039
1000670101126,TEMPLE,TEMPLE,MARIYAMMAN KOVIL,67,THIRUVALLUVAR NAGAR,1000671600040
1000670101166,TEMPLE,TEMPLE,SRI SAKTHI VINAYAGAR KOVIL,67,SAKTHI NAGAR,1000671600041
1000670100999,PARK,CORPORATION,CHILDRENS PARK,67,T NAGAR,1000671600042
1000670101133,EDUCATIONAL,PRIVATE,ALVENIA SCHOOL,67,TRICHY ROAD,1000671600043
1000670100077,MARRIAGE HALL,PRIVATE,S N MANDABAM,67,KONGU NAGAR,1000671600044
1000670100078,COMMERCIAL,PRIVATE,MAHENDRA AUTO ENTERPRISES,67,KONGU NAGAR,1000671600045
1000670100182,HOSPITAL,PRIVATE,DEEPAM HOSPITAL,67,KONGU NAGAR,1000671600046
1000670100182,HOSPITAL,PRIVATE,VAKIL EYE CLINIC HOSPITAL,67,KONGU NAGAR,1000671600047
1000670100182,INDUSTRIAL,PRIVATE,GLOBAL COATTINGS,67,KONGU NAGAR,1000671600048
1000690100691,TEMPLE,TEMPLE,IYAPPAN TEMPLE,69,PANKAJA MILLS ROAD,1000691600014
1000690100731,RESIDENTIAL,PRIVATE,NAKSHATHRA APARTMENT,69,PANKAJA MILLS ROAD,1000691600013
1000690100024,HOSPITAL,PRIVATE,GEM HOSPITAL,69,PANKAJA MILLS ROAD,1000691600012
1000690100219,INDUSTRIAL,PRIVATE,PANKAJA MILLS LIMITED,69,PANKAJA MILLS ROAD,1000691600011
1000690100212,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,69,PANKAJA MILLS CHANNEL HOUSE,1000691600010
1000690100214,TEMPLE,TEMPLE,PONDEVI PUDAVAIKARI AMMAN,69,PANKAJA MILLS CHANNEL HOUSE,1000691600009
1000690100218,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,69,PANKAJA MILLS CHANNEL HOUSE,1000691600008
1000690100220,OFFICE,PRIVATE,AIDMK OFFICE,69,PANKAJA MILLS CHANNEL HOUSE,1000691600007
1000690100012,TEMPLE,TEMPLE,CHURCH,69,SOWRIPALAYAM ROAD,1000691600006
1000690100922,TEMPLE,TEMPLE,CHURCH,69,SOWRIPALAYAM ROAD,1000691600005
1000690100851,RESIDENTIAL,PRIVATE,NAKSHATHRA APARTMENT,69,SOWRIPALAYAM ROAD,1000691600004
1000690100840,HOSPITAL,PRIVATE,RAJNI PREM HOSPITAL,69,SOWRIPALAYAM ROAD,1000691600003
1000690100322,TEMPLE,TEMPLE,KALIYAMMAN TEMPLE,69,PERIYAR NAGAR,1000691600002
1000690100376,TEMPLE,TEMPLE,MOSQUE,69,PERIYAR NAGAR,1000691600001
1000690100031,HOSPITAL,PRIVATE,SRI BALU MEDICAL CENTER AND HOSPITAL,69,TRICHY ROAD,1000691600042
1000690100027,COMMERCIAL,CORPORATION,GOVERMANT COMPLEX,69,TRICHY ROAD,1000691600041
1000690100029,COMMERCIAL,CORPORATION,CORPORATION BUILDING,69,TRICHY ROAD,1000691600040
1000690100026,OFFICE,STATE,ELECTRIC BOARD,69,TRICHY ROAD,1000691600039
1000690100026,HOSPITAL,CORPORATION,GOVERMANT HOSPITAL,69,TRICHY ROAD,1000691600038
1000690100507,HOSPITAL,PRIVATE,ARUNDAATHI VARSITAR EYE CARE HOSPITAL,69,PANKAJA MILLS ROAD,1000691600037
1000690100521,TEMPLE,TEMPLE,MADURAI VEERAN TEMPLE,69,MASAAL STREET,1000691600036
1000690100166,EDUCATIONAL,CORPORATION,CORPORATION PLAY SCHOOL,69,PANKAJA MILLS ROAD,1000691600035
1000690100165,COMMUNITY HALL,CORPORATION,CORPORATION COMMUNITY HALL,69,PANKAJA MILLS ROAD,1000691600034
1000690100346,SHOPPING COMPLEX,CORPORATION,CORPORATION COMPLEX,69,PANKAJA MILLS ROAD,1000691600033
1000690100147,COMMERCIAL,CORPORATION,CORPORATION BUILDING,69,SOWRIPALAYAM ROAD,1000691600032
1000690100347,PUBLIC,CORPORATION,CORPORATION TOILET,69,SOWRIPALAYAM ROAD,1000691600031
1000690100822,RESIDENTIAL,PRIVATE,MADHUBAN APARTMENT,69,PULIYAKULAM ROAD,1000691600030
1000690100823,RESIDENTIAL,PRIVATE,SHREE SUKKTHA NAKSHATRA APARTMENTS,69,MASAAL STREET,1000691600029
1000690100804,TEMPLE,TEMPLE,SAKTHI VINAYAGAR TEMPLE,69,PANKAJA MILLS ROAD,1000691600028
1000690100764,TEMPLE,TEMPLE,SIDDHIVINAYAGAR TEMPLE,69,MARUDHACHALA DEVAR STREET,1000691600027
1000690100762,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,69,PANKAJA MILLS ROAD,1000691600026
1000690100358,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,69,PANKAJA MILLS ROAD,1000691600025
1000690100443,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,69,SADAIYAPPAN STREET,1000691600024
1000690100791,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,69,POLICE KANDHASAMY ROAD,1000691600023
1000690100434,HOSPITAL,PRIVATE,MAHADEVAN HOSPITAL,69,TRICHY ROAD,1000691600022
1000690100022,COMMERCIAL,PRIVATE,INDIAN OIL PETROL BUNK,69,TRICHY ROAD,1000691600021
1000690100023,COMMERCIAL,PRIVATE,THE SUPTH ESSO STANDARD ESTERN  BUNK,69,PANKAJA MILLS ROAD,1000691600020
1000690100744,COMMERCIAL,QUASI,GOVERMENT SALES GROUP,69,TRICHY ROAD,1000691600019
1000690100010,HOSPITAL,PRIVATE,SENTHIL KUMARAN HOSPITAL,69,TRICHY ROAD,1000691600018
1000690100707,HOSPITAL,PRIVATE,VENILA HOMEO HOSPITAL,69,TRICHY ROAD,1000691600017
1000690100754,HOSPITAL,PRIVATE,NAIDU DENTAL CLINIC,69,L G B COLONY,1000691600016
1000690100686,EDUCATIONAL,CORPORATION,CORPORATION ELEMENTRY SCHOOL,69,TRICHY ROAD,1000691600015
1000390101892,TEMPLE,PRIVATE,ASTAMPSA VARADHA ANJANEYAR TEMPLE,39,AVINASHI ROAD,1000391600118
1000390102006,EDUCATIONAL,PRIVATE,GRG COLLEGE,39,AVINASHI ROAD,1000391600007
1000410107569,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,41,SATHY ROAD,1000411600087
1000410103743,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,41,SATHY ROAD,1000411600086
1000410103505,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,41,BHARATHI NAGAR,1000411600085
1000410105909,TEMPLE,TEMPLE,MUTHU MARIAMMAN TEMPLE,41,GANDHI MANAGAR,1000411600084
1000410107113,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,41,VILANKURUCHI ROAD,1000411600083
1000410103932,TEMPLE,TEMPLE,MUTHU MARIAMMAN TEMPLE,41,T N H B COLONY,1000411600082
1000410102262,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,41,VASUKI STREET,1000411600081
1000410101220,TEMPLE,TEMPLE,MARIAMMAN TEMPLE,41,VASUKI STREET,1000411600080
1000410104945,PUBLIC,CORPORATION,CORPORATION LIBRARY,41,GANDHI MANAGAR,1000411600079
1000410107064,PUBLIC,CORPORATION,COIMBATORE CORPORATION NORTH ZONE SEWERAGE STATION,41,GANDHI MANAGAR,1000411600078
1000410105266,OTHERS,CORPORATION,CORPORATION WATER TANK BUILDING,41,KONGU NAGAR,1000411600077
1000410104943,OFFICE,CENTRAL,BSNL OFFICE,41,GANDHI MANAGAR,1000411600076
1000410100872,OFFICE,CENTRAL,BSNL OFFICE,41,SATHY ROAD,1000411600075
1000410104503,OFFICE,CORPORATION,CORPORATION WATER TAX OFFICE,41,SRI VAARI RAMAKRISHNA GARDEN,1000411600074
1000410105348,OFFICE,STATE,FIRE SERVICE OFFICE,41,FCI ROAD,1000411600073
1000410105707,OFFICE,PRIVATE,EXECUTIVE ENGINEER SPECIAL DIVISION OFFICE,41,V O C NAGAR,1000411600072
1000410105069,OFFICE,CORPORATION,CENTRAL WATER COMMISSION SOUTHERN RIVERS DIVISION OFFICE,41,GANDHI MANAGAR,1000411600071
1000410105280,OFFICE,CORPORATION,CORPORATION WARD OFFICE,41,GANDHI MANAGAR,1000411600070
1000410102949,OFFICE,CORPORATION,BIRTH & DEATH CERTIFICATE OFFICE,41,K R G NAGAR,1000411600069
1000410101894,INDUSTRIAL,PRIVATE,SARAVANA FOUNDRY ENGG. INDUSTRY,41,NANDHAVANA THOTTAM,1000411600068
1000410102834,INDUSTRIAL,PRIVATE,A.R POLIMERS PVT LIMITED,41,MULLAI NAGAR,1000411600067
1000410100810,INDUSTRIAL,PRIVATE,IMECH LAB EQUIPMENTS RAJA BALA COMPLEX,41,SATHY ROAD,1000411600066
1000410100748,INDUSTRIAL,PRIVATE,SGS EQUIPMENTS INDIA PVT LTD,41,SATHY ROAD,1000411600065
1000410100684,INDUSTRIAL,PRIVATE,KRISHNA HELICAL PUMPS,41,SATHY ROAD,1000411600064
1000410100714,INDUSTRIAL,PRIVATE,BHARAT ENGINEERING SALES AND SERVICE,41,SATHY ROAD,1000411600063
1000410100598,INDUSTRIAL,PRIVATE,BALAJI ENGINEERING,41,SATHY ROAD,1000411600062
1000410100655,INDUSTRIAL,PRIVATE,SWAMY ENGINEERING WORKS,41,ATHIPALAYAM ROAD,1000411600061
1000410102780,INDUSTRIAL,PRIVATE,K K ENGINEERING,41,ALAMELU MANGAMMA PURAM,1000411600060
1000410101256,INDUSTRIAL,PRIVATE,DECCAN INDUSTRY,41,ATHIPALAYAM ROAD,1000411600059
1000410101247,INDUSTRIAL,PRIVATE,CHERAN PUMPS,41,RAVINDRANATH TAGORE ROAD,1000411600058
1000410103249,INDUSTRIAL,PRIVATE,SAMRAJ INDUSTRIES,41,K R G NAGAR,1000411600057
1000410107648,INDUSTRIAL,PRIVATE,SUN INDUSTRIES,41,SATHY ROAD,1000411600056
1000410104811,INDUSTRIAL,QUASI,NATIONAL HANDLOOM DEVELOPMENT CORPORATION,41,GANDHI MANAGAR,1000411600055
1000410101874,INDUSTRIAL,PRIVATE,SREE BALAJI POWER ZONE,41,BALAMURUGAN NAGAR,1000411600054
1000410103815,INDUSTRIAL,PRIVATE,SRI LAKSHMI ENGIEENRING,41,BHARATHI NAGAR,1000411600053
1000410103622,INDUSTRIAL,PRIVATE,ADITHYA ENGINEERS,41,RAVINDRANATH TAGORE ROAD,1000411600052
1000410103764,INDUSTRIAL,PRIVATE,VINAYAKAA PARCEL SERVICE,41,BHARATHI NAGAR,1000411600051
1000410100671,INDUSTRIAL,PRIVATE,MARGO ENGINEERING INDUSTRIES,41,SATHY ROAD,1000411600050
1000410100599,INDUSTRIAL,PRIVATE,ARAVIND INDUSTRIES,41,SATHY ROAD,1000411600049
1000410103555,INDUSTRIAL,PRIVATE,M.M.INDUSTRY,41,BUDDHA  STREET,1000411600048
1000410103831,INDUSTRIAL,PRIVATE,SRI MAYAVAR CNC,41,BUDDHA  STREET,1000411600047
1000410103787,INDUSTRIAL,PRIVATE,VENI ELECTRICAL (P) LTD,41,BHARATHI NAGAR,1000411600046
1000410103816,INDUSTRIAL,PRIVATE,SARAVANA INDUSTRIAL,41,SATHY ROAD,1000411600045
1000410103718,TEMPLE,TEMPLE,RAJESWARI TEMPLE,41,BHARATHI NAGAR,1000411600044
1000410103737,INDUSTRIAL,PRIVATE,RAJESHWARI INDUSTRIAL,41,BHARATHI NAGAR,1000411600043
1000410103153,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,41,K R G NAGAR,1000411600042
1000410103075,COMMERCIAL,PRIVATE,INDIAN OIL BUNK,41,SATHY ROAD,1000411600041
1000410102435,COMMERCIAL,PRIVATE,GIRLS HOSTEL,41,AMMAN NAGAR,1000411600040
1000410100598,COMMERCIAL,PRIVATE,KOVAI IRON AND STEELS INDIA PVT LTD,41,SATHY ROAD,1000411600039
1000410105311,COMMERCIAL,PRIVATE,KOVAI SANJEEV CHIT FUNDS PVT LTD,41,GANDHI MANAGAR,1000411600038
1000410105807,TEMPLE,TEMPLE,VINAYAGAR TEMPLE,41,POLICE COLONY,1000411600037
1000410105807,COMMERCIAL,PRIVATE,RATION SHOP,41,POLICE COLONY,1000411600036
1000410106849,COMMERCIAL,STATE,RATION SHOP,41,GANDHI MANAGAR,1000411600035
1000410102294,COMMERCIAL,STATE,RATION SHOP,41,SANKARALINGAM ROAD,1000411600034
1000410107526,COMMERCIAL,PRIVATE,UMA LADIES HOSTEL,41,GANDHI MANAGAR,1000411600033
1000410103167,COMMERCIAL,PRIVATE,ADHURASAMAM LADIES HOSTEL,41,KANNIMAR NAGAR,1000411600032
1000410100772,COMMERCIAL,PRIVATE,YAMUNA LADIES HOSTEL,41,JANAGI NAGAR,1000411600031
1000410103509,COMMERCIAL,PRIVATE,NON TECH INDIA WEDDING PRODUCTS,41,BHARATHI NAGAR,1000411600030
1000410103764,COMMERCIAL,PRIVATE,GAYATHRI AGENCIES,41,BHARATHI NAGAR,1000411600029
1000410100596,COMMERCIAL,PRIVATE,MICHELIN TYRES,41,SATHY ROAD,1000411600028
1000410100596,COMMERCIAL,PRIVATE,BHARATH PETROLEUM,41,SATHY ROAD,1000411600027
1000410103862,COMMERCIAL,PRIVATE,PRAVIN TRADERS,41,BUDDHA  STREET,1000411600026
1000410103862,COMMERCIAL,PRIVATE,RAJI WOMENS HOSTEL,41,BUDDHA  STREET,1000411600025
1000410106717,MARRIAGE HALL,PRIVATE,MARRIAGE MAHAL,41,GANDHI MANAGAR,1000411600024
